N	Total Time	Average CPE
952	59625	62.63
953	59807	62.76
954	63426	66.48
955	62491	65.44
956	64046	66.99
957	60074	62.77
958	60134	62.77
959	60162	62.73
960	60251	62.76
961	60409	62.86
962	60459	62.85
963	60556	62.88
964	60717	62.98
965	61142	63.36
966	64088	66.34
967	61084	63.17
968	61053	63.07
969	61117	63.07
970	61344	63.24
971	61299	63.13
972	61396	63.16
973	61508	63.21
974	61589	63.23
975	61703	63.29
976	64246	65.83
977	65696	67.24
978	61959	63.35
979	62051	63.38
980	62625	63.90
981	62258	63.46
982	62384	63.53
983	62524	63.61
984	62566	63.58
985	62634	63.59
986	65782	66.72
987	66310	67.18
988	62925	63.69
989	63121	63.82
990	63228	63.87
991	68178	68.80
992	63456	63.97
993	63407	63.85
994	63510	63.89
995	63783	64.10
996	66981	67.25
997	65982	66.18
998	63975	64.10
999	64028	64.09
1000	64157	64.16
1001	64281	64.22
1002	64285	64.16
1003	64400	64.21
1004	64542	64.28
1005	64589	64.27
1006	67209	66.81
1007	68744	68.27
1008	64870	64.36
1009	64970	64.39
1010	65161	64.52
1011	65185	64.48
1012	65290	64.52
1013	65439	64.60
1014	65482	64.58
1015	65638	64.67
1016	68157	67.08
1017	66824	65.71
1018	65892	64.73
1019	65992	64.76
1020	66266	64.97
1021	66253	64.89
1022	66267	64.84
1023	69102	67.55
1024	70660	69.00
1025	67057	65.42
1026	66940	65.24
1027	66945	65.19
1028	67118	65.29
1029	67156	65.26
1030	67272	65.31
1031	67370	65.34
1032	67477	65.38
1033	67781	65.62
1034	67709	65.48
1035	67794	65.50
1036	67864	65.51
1037	67971	65.55
1038	68119	65.63
1039	68158	65.60
1040	68705	66.06
1041	68374	65.68
1042	68497	65.74
1043	68575	65.75
1044	68784	65.89
1045	69097	66.12
1046	69094	66.06
1047	69005	65.91
1048	69193	66.02
1049	69185	65.95
1050	69357	66.05
1051	69495	66.12
1052	69501	66.07
1053	69598	66.09
1054	69691	66.12
1055	69949	66.30
1056	69951	66.24
1057	70008	66.23
1058	70118	66.27
1059	76264	72.02
1060	84638	79.85
1061	71054	66.97
1062	70520	66.40
1063	70814	66.62
1064	70724	66.47
1065	70770	66.45
1066	70888	66.50
1067	71007	66.55
1068	71159	66.63
1069	71271	66.67
1070	72960	68.19
1071	71703	66.95
1072	72209	67.36
1073	75818	70.66
1074	71735	66.79
1075	71930	66.91
1076	72084	66.99
1077	72054	66.90
1078	72175	66.95
1079	72332	67.04
1080	72517	67.15
1081	72529	67.09
1082	72648	67.14
1083	72651	67.08
1084	72808	67.17
1085	68969	63.57
1086	65643	60.44
1087	58829	54.12
1088	62971	57.88
1089	59241	54.40
1090	62639	57.47
1091	59293	54.35
1092	59074	54.10
1093	59174	54.14
1094	59260	54.17
1095	59357	54.21
1096	59453	54.25
1097	59746	54.46
1098	59825	54.49
1099	59776	54.39
1100	60560	55.05
1101	59921	54.42
1102	60001	54.45
1103	60121	54.51
1104	60383	54.69
1105	60348	54.61
1106	60386	54.60
1107	60554	54.70
1108	60615	54.71
1109	60641	54.68
1110	60887	54.85
1111	60834	54.76
1112	60933	54.80
1113	61067	54.87
1114	61196	54.93
1115	61189	54.88
1116	61404	55.02
1117	61369	54.94
1118	61466	54.98
1119	61572	55.02
1120	61648	55.04
1121	61849	55.17
1122	69064	61.55
1123	61963	55.18
1124	62026	55.18
1125	62107	55.21
1126	62196	55.24
1127	62301	55.28
1128	62494	55.40
1129	66867	59.23
1130	66970	59.27
1131	67291	59.50
1132	62791	55.47
1133	62933	55.55
1134	63169	55.70
1135	63146	55.64
1136	63225	55.66
1137	63305	55.68
1138	63351	55.67
1139	63517	55.77
1140	63638	55.82
1141	63635	55.77
1142	63792	55.86
1143	63925	55.93
1144	63875	55.83
1145	64068	55.95
1146	64274	56.09
1147	64309	56.07
1148	64306	56.02
1149	64508	56.14
1150	64539	56.12
1151	64631	56.15
1152	64841	56.29
1153	64923	56.31
1154	64965	56.30
1155	65122	56.38
1156	65323	56.51
1157	65340	56.47
1158	72124	62.28
1159	65436	56.46
1160	65609	56.56
1161	65804	56.68
1162	65742	56.58
1163	65885	56.65
1164	65940	56.65
1165	70368	60.40
1166	73942	63.42
1167	75903	65.04
1168	71958	61.61
1169	75063	64.21
1170	74807	63.94
1171	66641	56.91
1172	67032	57.19
1173	66857	57.00
1174	66952	57.03
1175	67062	57.07
1176	67155	57.10
1177	69914	59.40
1178	67815	57.57
1179	71548	60.69
1180	67549	57.24
1181	67632	57.27
1182	67726	57.30
1183	67974	57.46
1184	67956	57.40
1185	68062	57.44
1186	68182	57.49
1187	68285	57.53
1188	68448	57.62
1189	68730	57.80
1190	68626	57.67
1191	68723	57.70
1192	68838	57.75
1193	68963	57.81
1194	69217	57.97
1195	69130	57.85
1196	69241	57.89
1197	69320	57.91
1198	69442	57.96
1199	69605	58.05
1200	69767	58.14
1201	69794	58.11
1202	69899	58.15
1203	69951	58.15
1204	70043	58.18
1205	70204	58.26
1206	70258	58.26
1207	70360	58.29
1208	70461	58.33
1209	70545	58.35
1210	70731	58.46
1211	70835	58.49
1212	70889	58.49
1213	71009	58.54
1214	71088	58.56
1215	71206	58.61
1216	71449	58.76
1217	71453	58.71
1218	71647	58.82
1219	71675	58.80
1220	71806	58.86
1221	72059	59.02
1222	74541	61.00
1223	76408	62.48
1224	72235	59.02
1225	72344	59.06
1226	72554	59.18
1227	72592	59.16
1228	72629	59.14
1229	72736	59.18
1230	72835	59.22
1231	72908	59.23
1232	73092	59.33
1233	73147	59.32
1234	73235	59.35
1235	73425	59.45
1236	73512	59.48
1237	73773	59.64
1238	73726	59.55
1239	73846	59.60
1240	73989	59.67
1241	74021	59.65
1242	74269	59.80
1243	74270	59.75
1244	74379	59.79
1245	74501	59.84
1246	74580	59.86
1247	74783	59.97
1248	74778	59.92
1249	74919	59.98
1250	74674	59.74
1251	73322	58.61
1252	73485	58.69
1253	73532	58.68
1254	73655	58.74
1255	86042	68.56
1256	95906	76.36
1257	77411	61.58
1258	75974	60.39
1259	81279	64.56
1260	90764	72.03
1261	102969	81.66
1262	74751	59.23
1263	74862	59.27
1264	90545	71.63
1265	79330	62.71
1266	83624	66.05
1267	78461	61.93
1268	77371	61.02
1269	75562	59.54
1270	75687	59.60
1271	75696	59.56
1272	75746	59.55
1273	78653	61.79
1274	75949	59.61
1275	76201	59.77
1276	76141	59.67
1277	76245	59.71
1278	78190	61.18
1279	77571	60.65
1280	83152	64.96
1281	76591	59.79
1282	76596	59.75
1283	76723	59.80
1284	76833	59.84
1285	77116	60.01
1286	77080	59.94
1287	77201	59.99
1288	77275	60.00
1289	77575	60.18
1290	77776	60.29
1291	77718	60.20
1292	77919	60.31
1293	77989	60.32
1294	78031	60.30
1295	78205	60.39
1296	78234	60.37
1297	78343	60.40
1298	78465	60.45
1299	80651	62.09
1300	80659	62.05
1301	80638	61.98
1302	82848	63.63
1303	81069	62.22
1304	81143	62.23
1305	81310	62.31
1306	81396	62.32
1307	81566	62.41
1308	81629	62.41
1309	81842	62.52
1310	81841	62.47
1311	81925	62.49
1312	82134	62.60
1313	82010	62.46
1314	82274	62.61
1315	82361	62.63
1316	84641	64.32
1317	100175	76.06
1318	105371	79.95
1319	100502	76.20
1320	98353	74.51
1321	115683	87.57
1322	102788	77.75
1323	99852	75.47
1324	101471	76.64
1325	106824	80.62
1326	90313	68.11
1327	114187	86.05
1328	107636	81.05
1329	85653	64.45
1330	83617	62.87
1331	83525	62.75
1332	83533	62.71
1333	83900	62.94
1334	83912	62.90
1335	89889	67.33
1336	92506	69.24
1337	91651	68.55
1338	103757	77.55
1339	90959	67.93
1340	97312	72.62
1341	97392	72.63
1342	97184	72.42
1343	97108	72.31
1344	100214	74.56
1345	102392	76.13
1346	98275	73.01
1347	97861	72.65
1348	97918	72.64
1349	98199	72.79
1350	97921	72.53
1351	99157	73.40
1352	100933	74.65
1353	98231	72.60
1354	93338	68.94
1355	88838	65.56
1356	89387	65.92
1357	88835	65.46
1358	89171	65.66
1359	89602	65.93
1360	91944	67.61
1361	89791	65.97
1362	89702	65.86
1363	92580	67.92
1364	89976	65.96
1365	90828	66.54
1366	90456	66.22
1367	90471	66.18
1368	90491	66.15
1369	90053	65.78
1370	90568	66.11
1371	91437	66.69
1372	91878	66.97
1373	91154	66.39
1374	90979	66.21
1375	92551	67.31
1376	91131	66.23
1377	91553	66.49
1378	92216	66.92
1379	92943	67.40
1380	91894	66.59
1381	92000	66.62
1382	95769	69.30
1383	93416	67.55
1384	92080	66.53
1385	92964	67.12
1386	94814	68.41
1387	105237	75.87
1388	111428	80.28
1389	111670	80.40
1390	110982	79.84
1391	111868	80.42
1392	113646	81.64
1393	112957	81.09
1394	113104	81.14
1395	112735	80.81
1396	108941	78.04
1397	94361	67.55
1398	94490	67.59
1399	94862	67.81
1400	94328	67.38
1401	95563	68.21
1402	94455	67.37
1403	95768	68.26
1404	96835	68.97
1405	98176	69.88
1406	94546	67.24
1407	97134	69.04
1408	94871	67.38
1409	95264	67.61
1410	96624	68.53
1411	96933	68.70
1412	95822	67.86
1413	95904	67.87
1414	95676	67.66
1415	95365	67.40
1416	95852	67.69
1417	96218	67.90
1418	97359	68.66
1419	98061	69.11
1420	97361	68.56
1421	96814	68.13
1422	96987	68.20
1423	97019	68.18
1424	98301	69.03
1425	98163	68.89
1426	97036	68.05
1427	97322	68.20
1428	97385	68.20
1429	97705	68.37
1430	98341	68.77
1431	99739	69.70
1432	98862	69.04
1433	98113	68.47
1434	98341	68.58
1435	98169	68.41
1436	98722	68.75
1437	99685	69.37
1438	102136	71.03
1439	100474	69.82
1440	100043	69.47
1441	101047	70.12
1442	98878	68.57
1443	113408	78.59
1444	120531	83.47
1445	120475	83.37
1446	119517	82.65
1447	119450	82.55
1448	121035	83.59
1449	120137	82.91
1450	120233	82.92
1451	120363	82.95
1452	118904	81.89
1453	119118	81.98
1454	121299	83.42
1455	121717	83.65
1456	120718	82.91
1457	119332	81.90
1458	119945	82.27
1459	121058	82.97
1460	124685	85.40
1461	120598	82.54
1462	121252	82.94
1463	120452	82.33
1464	120586	82.37
1465	122101	83.35
1466	122683	83.69
1467	121386	82.74
1468	122257	83.28
1469	121311	82.58
1470	121842	82.89
1471	124132	84.39
1472	122642	83.32
1473	122991	83.50
1474	114131	77.43
1475	109608	74.31
1476	116994	79.26
1477	104822	70.97
1478	103845	70.26
1479	103700	70.11
1480	103403	69.87
1481	103760	70.06
1482	104212	70.32
1483	105857	71.38
1484	106378	71.68
1485	106271	71.56
1486	104229	70.14
1487	105338	70.84
1488	116146	78.06
1489	125935	84.58
1490	124915	83.84
1491	125683	84.29
1492	124678	83.56
1493	125729	84.21
1494	127892	85.60
1495	125098	83.68
1496	125736	84.05
1497	124923	83.45
