N	Total Time	Average CPE
1407	18644	13.25
1408	18659	13.25
1409	18675	13.25
1410	18685	13.25
1411	19421	13.76
1412	18794	13.31
1413	18736	13.26
1414	18736	13.25
1415	18736	13.24
1416	18750	13.24
1417	18796	13.26
1418	18812	13.27
1419	18800	13.25
1420	18785	13.23
1421	18932	13.32
1422	18835	13.25
1423	18834	13.24
1424	18840	13.23
1425	18908	13.27
1426	20656	14.49
1427	18918	13.26
1428	18925	13.25
1429	18941	13.25
1430	18943	13.25
1431	18982	13.26
1432	19001	13.27
1433	18979	13.24
1434	18996	13.25
1435	19009	13.25
1436	19060	13.27
1437	21010	14.62
1438	20028	13.93
1439	19038	13.23
1440	19031	13.22
1441	19053	13.22
1442	19182	13.30
1443	19092	13.23
1444	19110	13.23
1445	19131	13.24
1446	19138	13.24
1447	19167	13.25
1448	19146	13.22
1449	19166	13.23
1450	20068	13.84
1451	19239	13.26
1452	19206	13.23
1453	19216	13.23
1454	19255	13.24
1455	19269	13.24
1456	19257	13.23
1457	19291	13.24
1458	19398	13.30
1459	21958	15.05
1460	19314	13.23
1461	19325	13.23
1462	19353	13.24
1463	19353	13.23
1464	19386	13.24
1465	21832	14.90
1466	21213	14.47
1467	19420	13.24
1468	19430	13.24
1469	19436	13.23
1470	19456	13.24
1471	19462	13.23
1472	19562	13.29
1473	19512	13.25
1474	19523	13.24
1475	19509	13.23
1476	19557	13.25
1477	19549	13.24
1478	19567	13.24
1479	19606	13.26
1480	19586	13.23
1481	19629	13.25
1482	19621	13.24
1483	19648	13.25
1484	19640	13.23
1485	19660	13.24
1486	19664	13.23
1487	19669	13.23
1488	19723	13.25
1489	19714	13.24
1490	19725	13.24
1491	19753	13.25
1492	19766	13.25
1493	19758	13.23
1494	19791	13.25
1495	19784	13.23
1496	19800	13.24
1497	19834	13.25
1498	19832	13.24
